"Type"	"PvA"	"Gene"	"n"	"n_dep"	"lrt_rate"	"n_PvA"	"type_lrt_rate"	"p.value"	"p.value.adj"	"Group"
"Sarcoma"	"Adult"	"MPI (4351)"	2	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"MPI (4351)"	14	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"MPI (4351)"	25	6	0.0523560209424084	30	0.0104712041884817	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"MPI (4351)"	1	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"MPI (4351)"	8	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"MPI (4351)"	19	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"MPI (4351)"	8	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"MPI (4351)"	9	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"MPI (4351)"	10	1	0.0121951219512195	1	0.0121951219512195	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"MPI (4351)"	1	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"MPI (4351)"	20	3	0.0523560209424084	30	0.00523560209424084	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"MPI (4351)"	3	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"MPI (4351)"	5	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"MPI (4351)"	11	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"MPI (4351)"	25	1	0.0523560209424084	30	0.00174520069808028	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"MPI (4351)"	16	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"MPI (4351)"	33	2	0.0523560209424084	30	0.00349040139616056	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"MPI (4351)"	21	2	0.0523560209424084	30	0.00349040139616056	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"MPI (4351)"	22	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"MPI (4351)"	24	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"MPI (4351)"	2	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"MPI (4351)"	1	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"MPI (4351)"	7	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"MPI (4351)"	1	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"MPI (4351)"	1	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"MPI (4351)"	1	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"MPI (4351)"	1	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"MPI (4351)"	2	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"MPI (4351)"	5	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"MPI (4351)"	2	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"MPI (4351)"	1	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"MPI (4351)"	1	0	0.0121951219512195	1	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"MPI (4351)"	2	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"MPI (4351)"	5	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"MPI (4351)"	4	0	0.0523560209424084	30	0	"0.159984438219439"	"0.514168128379286"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"SAMD5 (389432)"	35	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"SAMD5 (389432)"	29	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"SAMD5 (389432)"	76	1	0.00174520069808028	1	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"SAMD5 (389432)"	38	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"SAMD5 (389432)"	53	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"SAMD5 (389432)"	33	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"SAMD5 (389432)"	31	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"SAMD5 (389432)"	2	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"SAMD5 (389432)"	45	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"SAMD5 (389432)"	2	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"SAMD5 (389432)"	14	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"SAMD5 (389432)"	25	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"SAMD5 (389432)"	1	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"SAMD5 (389432)"	8	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"SAMD5 (389432)"	19	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"SAMD5 (389432)"	8	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"SAMD5 (389432)"	9	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"SAMD5 (389432)"	10	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"SAMD5 (389432)"	1	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"SAMD5 (389432)"	20	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"SAMD5 (389432)"	3	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"SAMD5 (389432)"	5	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"SAMD5 (389432)"	11	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"SAMD5 (389432)"	25	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"SAMD5 (389432)"	16	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"SAMD5 (389432)"	33	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"SAMD5 (389432)"	21	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"SAMD5 (389432)"	22	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"SAMD5 (389432)"	24	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"SAMD5 (389432)"	2	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"SAMD5 (389432)"	1	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"SAMD5 (389432)"	7	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"SAMD5 (389432)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"SAMD5 (389432)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"SAMD5 (389432)"	1	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"SAMD5 (389432)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"SAMD5 (389432)"	2	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"SAMD5 (389432)"	5	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"SAMD5 (389432)"	2	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"SAMD5 (389432)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"SAMD5 (389432)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"SAMD5 (389432)"	2	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"SAMD5 (389432)"	5	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"SAMD5 (389432)"	4	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"HSBP1L1 (440498)"	35	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"HSBP1L1 (440498)"	29	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"HSBP1L1 (440498)"	76	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"HSBP1L1 (440498)"	38	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"HSBP1L1 (440498)"	53	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"HSBP1L1 (440498)"	33	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"HSBP1L1 (440498)"	31	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"HSBP1L1 (440498)"	2	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"HSBP1L1 (440498)"	45	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"HSBP1L1 (440498)"	2	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"HSBP1L1 (440498)"	14	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"HSBP1L1 (440498)"	25	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"HSBP1L1 (440498)"	1	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"HSBP1L1 (440498)"	8	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"HSBP1L1 (440498)"	19	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"HSBP1L1 (440498)"	8	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"HSBP1L1 (440498)"	9	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"HSBP1L1 (440498)"	10	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"HSBP1L1 (440498)"	1	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"HSBP1L1 (440498)"	20	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"HSBP1L1 (440498)"	3	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"HSBP1L1 (440498)"	5	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"HSBP1L1 (440498)"	11	1	0.0121951219512195	1	0.0121951219512195	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"HSBP1L1 (440498)"	25	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"HSBP1L1 (440498)"	16	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"HSBP1L1 (440498)"	33	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"HSBP1L1 (440498)"	21	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"HSBP1L1 (440498)"	22	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"HSBP1L1 (440498)"	24	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"HSBP1L1 (440498)"	2	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"HSBP1L1 (440498)"	1	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"HSBP1L1 (440498)"	7	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"HSBP1L1 (440498)"	1	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"HSBP1L1 (440498)"	1	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"HSBP1L1 (440498)"	1	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"HSBP1L1 (440498)"	1	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"HSBP1L1 (440498)"	2	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"HSBP1L1 (440498)"	5	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"HSBP1L1 (440498)"	2	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"HSBP1L1 (440498)"	1	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"HSBP1L1 (440498)"	1	0	0.0121951219512195	1	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"HSBP1L1 (440498)"	2	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"HSBP1L1 (440498)"	5	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"HSBP1L1 (440498)"	4	0	0	0	0	"0.126524390243902"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"STAG1 (10274)"	35	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"STAG1 (10274)"	29	6	0.0331588132635253	19	0.0104712041884817	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"STAG1 (10274)"	76	2	0.0331588132635253	19	0.00349040139616056	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"STAG1 (10274)"	38	1	0.0331588132635253	19	0.00174520069808028	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"STAG1 (10274)"	53	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"STAG1 (10274)"	33	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"STAG1 (10274)"	31	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"STAG1 (10274)"	2	1	0.0331588132635253	19	0.00174520069808028	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"STAG1 (10274)"	45	5	0.0331588132635253	19	0.0087260034904014	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"STAG1 (10274)"	2	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"STAG1 (10274)"	14	9	0.170731707317073	14	0.109756097560976	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"STAG1 (10274)"	25	1	0.0331588132635253	19	0.00174520069808028	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"STAG1 (10274)"	1	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"STAG1 (10274)"	8	0	0.170731707317073	14	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"STAG1 (10274)"	19	0	0.170731707317073	14	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"STAG1 (10274)"	8	1	0.170731707317073	14	0.0121951219512195	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"STAG1 (10274)"	9	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"STAG1 (10274)"	10	1	0.170731707317073	14	0.0121951219512195	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"STAG1 (10274)"	1	1	0.0331588132635253	19	0.00174520069808028	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"STAG1 (10274)"	20	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"STAG1 (10274)"	3	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"STAG1 (10274)"	5	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"STAG1 (10274)"	11	2	0.170731707317073	14	0.024390243902439	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"STAG1 (10274)"	25	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"STAG1 (10274)"	16	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"STAG1 (10274)"	33	1	0.0331588132635253	19	0.00174520069808028	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"STAG1 (10274)"	21	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"STAG1 (10274)"	22	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"STAG1 (10274)"	24	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"STAG1 (10274)"	2	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"STAG1 (10274)"	1	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"STAG1 (10274)"	7	1	0.0331588132635253	19	0.00174520069808028	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"STAG1 (10274)"	1	0	0.170731707317073	14	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"STAG1 (10274)"	1	0	0.170731707317073	14	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"STAG1 (10274)"	1	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"STAG1 (10274)"	1	0	0.170731707317073	14	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"STAG1 (10274)"	2	0	0.170731707317073	14	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"STAG1 (10274)"	5	1	0.170731707317073	14	0.0121951219512195	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"STAG1 (10274)"	2	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"STAG1 (10274)"	1	0	0.170731707317073	14	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"STAG1 (10274)"	1	0	0.170731707317073	14	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"STAG1 (10274)"	2	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"STAG1 (10274)"	5	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"STAG1 (10274)"	4	0	0.0331588132635253	19	0	"3.65083192841357e-05"	"0.00099615556903856"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"AMPD2 (271)"	35	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"AMPD2 (271)"	29	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"AMPD2 (271)"	76	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"AMPD2 (271)"	38	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"AMPD2 (271)"	53	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
