"DepMap_ID"	"stripped_cell_line_name"	"CCLE_Name"	"alias"	"COSMIC_ID"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"disease"	"disease_subtype"	"age"	"Sanger_model_ID"	"additional_info"	"Type_for_Manuscript"	"Class_for_Manuscript"	"Estimated_Doubling_Time_Hours"	"LiteratureSearch_Age_Sex_Match_DepMap_Annotation"	"LiteratureSearch_Previous_Treatment"	"LiteratureSearch_Previous_Treatment_Details"	"LiteratureSearch_Paper_PMC_ID"	"LiteratureSearch_Year_Earliest_Citation"	"LiteratureSearch_Other_Annotations"	"Dependency"	"RNAseq"	"WES"	"SangerWES"	"SNParray"
"ACH-001301"	"COGN278"	"COGN278_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Unknown"	"Academic lab"	2	-2.53924062228774	"Adherent"	"IMDM + 20% FBS + 4mM Glutamine + 1X Insulin-Transferrin-Selenium"	"33.1"	""	"autonomic_ganglia"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus notes as 4 Y"	"Unknown"	""	"23202128"	2013	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001302"	"COGN305"	"COGN305_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	"MYCN_amp"	"Unknown"	"Academic lab"	2	-2.09453905210026	"Semi-adherent"	"IMDM + 20% FBS + 4mM Glutamine + 1X Insulin-Transferrin-Selenium"	"16.5"	"CVCL_AX42"	"autonomic_ganglia"	""	"Neuroblastoma"	""	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus notes as 1.5 Y"	"Unknown"	""	"23202128"	2013	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001303"	"NB1643"	"NB1643_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	"MYCN_amp"	"Male"	"Academic lab"	2	-1.96833284807938	"Adherent"	"RPMI; 10% FBS+1%Glutamax+0.05%Gentamicine+HEPES"	"61.2"	"CVCL_5627"	"abdomen"	""	"Neuroblastoma"	""	3	""	""	"Neuroblastoma"	"Pediatric"	NA	"Y"	"None"	""	"9815701; 20922763"	1997	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001322"	"CME1"	"CME1_SOFT_TISSUE"	""	NA	"soft_tissue"	"synovial_sarcoma"	""	""	"Unknown"	"Academic lab"	2	-2.93598222091725	"Adherent"	"D20+1mM Sodium pyruvate"	"30.1"	""	"soft_tissue"	""	"Sarcoma"	"Synovial"	NA	""	""	"Synovial Sarcoma"	"Pediatric"	NA	"Cellosaurus lists as Female"	"None"	""	"7736791"	1995	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001338"	"CHP134"	"CHP134_AUTONOMIC_GANGLIA"	""	910941	"peripheral_nervous_system"	"neuroblastoma"	""	"MYCN_amp"	"Male"	"Sigma-Aldrich"	NA	NA	""	""	""	"CVCL_1124"	"autonomic_ganglia"	"Primary"	"Neuroblastoma"	""	1.5	"SIDM00285"	""	"Neuroblastoma"	"Pediatric"	78	"Cellosaurus lists as 1Y"	"Pre-treated"	"vincristine , cyclophosphamide, dimethyltniazenoimidazole canboxamide, adriamycin"	"10079"	1976	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-001344"	"GIMEN"	"GIMEN_AUTONOMIC_GANGLIA"	""	906872	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Male"	"DSMZ"	1	-1.22843162892638	"Adherent"	"R10"	"52.9"	"CVCL_1232"	"bone_marrow"	"Metastasis"	"Neuroblastoma"	""	4	"SIDM00227"	""	"Neuroblastoma"	"Pediatric"	48	"Cellosaurus lists as 2.5 "	"Pre-treated"	"6mo duration, type unspecified"	"3406012; 3422578"	1988	""	"DepMap"	"DepMap"	"DepMap"	"Sanger"	"no"
"ACH-001354"	"LAN2"	"LAN2_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	"MYCN_amp"	"Female"	"DSMZ"	1	-2.40051782366991	"Adherent"	"EMEM (EBSS) + 10% FBS"	"11"	"CVCL_1829"	"autonomic_ganglia"	"Primary"	"Neuroblastoma"	""	3	""	""	"Neuroblastoma"	"Pediatric"	96	"Y"	"None"	""	"856461"	1977	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001355"	"LAN6"	"LAN6_AUTONOMIC_GANGLIA"	""	949170	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Male"	"DSMZ"	NA	NA	""	""	""	"CVCL_1363"	"bone_marrow"	"Metastasis"	"Neuroblastoma"	""	6	"SIDM00330"	""	"Neuroblastoma"	"Pediatric"	84	"Y"	"Pre-treated"	"five courses of cyclophosphamide and doxorubicin; three courses of cisplatin and one dose each of teniposide and etoposide followed by cyclophosphamide, vincristine, and dacarbazine"	"8242562"	1993	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-001366"	"NGP"	"NGP_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	"MYCN_amp"	"Male"	"DSMZ"	2	-3.23883801007988	""	""	"23.7"	"CVCL_2141"	"lung"	"Metastasis"	"Neuroblastoma"	""	1.5	""	""	"Neuroblastoma"	"Pediatric"	33	"cellosaurus and paper IDs as 2.5 yrs? "	"Pre-treated"	""	"922665"	1977	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001367"	"NMB"	"NMB_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	"MYCN_amp"	"Unknown"	"DSMZ"	0	-2.45617447576569	"Adherent"	"DMEM (4.5 g/L glucose) + 10% FBS"	"59.9"	"CVCL_2143"	"bone_marrow"	"Metastasis"	"Neuroblastoma"	""	1	""	""	"Neuroblastoma"	"Pediatric"	NA	"Y"	"Pre-treated"	""	"922665"	1977	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001374"	"PA1"	"PA1_OVARY"	""	909255	"ovary"	"mixed_germ_cell"	""	""	"Female"	"ATCC"	2	-1.55244527666276	"Adherent"	"EMEM (EBSS) + 10% FBS"	"48.4"	"CVCL_0479"	"ascites"	"Metastasis"	"Ovarian Cancer"	"Teratocarcinoma"	12	""	""	"Pediatric Germ Cell"	"Pediatric"	38.4	"Y"	"Pre-treated"	""	"6931103"	1980	""	"DepMap"	"DepMap"	"DepMap"	"Sanger"	"no"
"ACH-001421"	"WERIRB1"	"WERIRB1_AUTONOMIC_GANGLIA"	""	NA	"eye"	"retinoblastoma"	""	""	"Female"	"ATCC"	2	-2.46663654230488	"Suspension"	"RPMI 1640 + 10% FBS"	"35.2"	"CVCL_1792"	"eye"	"Primary"	"Eye Cancer"	"Retinoblastoma"	1	""	""	"Retinoblastoma"	"Pediatric"	153	"Y"	"None"	""	"844036"	1977	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001425"	"CCLFPEDS0004T"	"CCLFPEDS0004T_SOFT_TISSUE"	""	NA	"soft_tissue"	"undifferentiated_sarcoma"	""	""	"Unknown"	"CCLF"	NA	NA	""	""	""	""	"soft_tissue"	"PRIMARY"	"Sarcoma"	"Spindle Cell Sarcoma"	NA	""	""	"Pediatric Sarcoma"	"Pediatric"	NA	NA	NA	NA	NA	NA	NA	"no"	"DepMap"	"no"	"no"	"no"
"ACH-001430"	"TC138"	"TC138_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"Male"	"Academic lab"	2	-1.6766227978383	"Light Adherent or Suspension"	"RPMI-1640: 90.0%; 10%heat inactive FBS,2mMGlutamax"	"33.3"	"CVCL_4Z30"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"N/A"	"Unknown"	""	"25010205"	2014	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001431"	"TC205"	"TC205_BONE"	""	NA	"bone"	"Ewing_sarcoma"	""	"EWS_FEV"	"Unknown"	"Academic lab"	2	-2.6324452280201	"Adherent"	"RPMI-1640: 90.0%; 10%heat inactive FBS,2mMGlutamax"	"46.4"	"CVCL_4Z31"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"N/A"	"Unknown"	""	"25010205"	2014	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001433"	"CCLFPEDS0008T"	"CCLFPEDS0008T_SOFT_TISSUE"	""	NA	"soft_tissue"	"epithelioid_sarcoma"	""	""	"Unknown"	"CCLF"	2	-3.6018109345124	"Adherent"	"SMGM"	"55.2"	""	"soft_tissue"	"Metastasis"	"Sarcoma"	"Epithelioid"	NA	""	""	"Pediatric Sarcoma"	"Pediatric"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001526"	"HUO9"	"HUO9_BONE"	""	907072	"bone"	"osteosarcoma"	""	""	"Female"	"JCRB"	2	-2.92912530857692	"Adherent"	"RPMI1640 medium with 10% fetal bovine serum"	"45.6"	"CVCL_1298"	"bone"	"Primary"	"Bone Cancer"	"Osteosarcoma"	13	""	""	"Osteosarcoma"	"Pediatric"	82	"Y"	"None"	""	"2691514"	1989	""	"DepMap"	"DepMap"	"DepMap"	"Sanger"	"no"
"ACH-001532"	"JMURTK2"	"JMURTK2_SOFT_TISSUE"	""	NA	"kidney"	"malignant_rhabdoid_tumor"	""	""	"Female"	"JCRB"	2	-3.72024412417961	"Adherent"	"D10 heat inactivated FBS"	"30.5"	"CVCL_4W58"	"central_nervous_system"	"Metastasis"	"Rhabdoid"	"Malignant Rhabdoid Tumor"	1	""	""	"Rhabdoid"	"Pediatric"	72	"cellosaurus notes as 4M, not sure if want to round that up to 1 yr"	"None"	""	"19383826"	2009	"noted possible mis-ID in cellosaurus -- presence of Y chromosome implies not female"	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001548"	"LS"	"LS_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Female"	"DSMZ"	2	-2.12762695156	"Adherent"	"RPMI 1640 + 10% FBS"	"26.9"	"CVCL_2105"	"autonomic_ganglia"	"Metastasis"	"Neuroblastoma"	""	1.3	""	""	"Neuroblastoma"	"Pediatric"	71	"Y"	"None"	""	"2026421"	1991	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001603"	"NH12"	"NH12_AUTONOMIC_GANGLIA"	""	908447	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Male"	"JCRB"	NA	NA	""	""	""	"CVCL_1605"	"autonomic_ganglia"	"Primary"	"Neuroblastoma"	""	1	"SIDM00577"	""	"Neuroblastoma"	"Pediatric"	54	"cellosaurus lists as 1.25"	"Unknown"	""	"9290701"	1997	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-001670"	"TASK1"	"TASK1_CENTRAL_NERVOUS_SYSTEM"	""	NA	"peripheral_nervous_system"	"PNET"	""	""	"Female"	"JCRB"	NA	NA	""	""	""	"CVCL_3177"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Primitive Neuroectodermal Tumor (PNET)"	21	""	""	"Ewing"	"Pediatric"	30	"Y"	"Pre-treated"	""	"9661044"	1998	""	"no"	"DepMap"	"DepMap"	"Sanger"	"no"
"ACH-001674"	"TGW"	"TGW_AUTONOMIC_GANGLIA"	""	910780	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Male"	"JCRB"	2	-4.30190985283639	"Adherent"	"EMEM + 10% FBS"	"10.6"	"CVCL_1771"	"autonomic_ganglia"	"Primary"	"Neuroblastoma"	""	NA	"SIDM00324"	""	"Neuroblastoma"	"Pediatric"	57	"Cellosaurus lists as 1Y11M"	"Unknown"	""	"2335222"	1990	""	"no"	"DepMap"	"DepMap"	"Sanger"	"no"
"ACH-001711"	"PFSK1"	"PFSK1_CENTRAL_NERVOUS_SYSTEM"	""	683667	"central_nervous_system"	"PNET"	""	""	"Male"	"ATCC"	2	-1.75892652646204	"Adherent"	"RPMI 1640 + 10% FBS"	"52.4"	"CVCL_1642"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Primitive Neuroectodermal Tumor (PNET)"	2	""	""	"Pediatric CNS PNET"	"Pediatric"	45	"Y"	"None"	""	"1316433"	1992	"post-surgery patient was given chemo (vincristine, prednisone, cisplatin, cytoxin)"	"no"	"DepMap"	"DepMap"	"Sanger"	"no"
"ACH-001715"	"CAL72"	"CAL72_BONE"	""	906827	"bone"	"osteosarcoma"	""	""	"Male"	"DSMZ"	2	-2.92391600495528	"Adherent"	"DMEM + 10% FBS + 2 mM L-glutamine + 1x insulin-transferrin-sodium selenite"	"43.2"	"CVCL_1113"	"bone"	""	"Bone Cancer"	"Osteosarcoma"	10	""	""	"Osteosarcoma"	"Pediatric"	36	"Y"	"Pre-treated"	"methotrexate+adriamycin, holoxan+vindestine+cisplatin"	"10389764"	1999	""	"DepMap"	"DepMap"	"DepMap"	"Sanger"	"no"
"ACH-001716"	"GOTO"	"GOTO_AUTONOMIC_GANGLIA"	""	906875	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Male"	"JCRB"	NA	NA	""	""	""	"CVCL_1234"	"autonomic_ganglia"	""	"Neuroblastoma"	""	NA	"SIDM00544"	""	"Neuroblastoma"	"Pediatric"	41	"Paper and cellosaurus lists as 1Y Male"	"None"	""	"470188"	1979	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-001740"	"RH28"	"RH28_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	""	"Male"	"Academic lab"	3	-3.49944857993185	"Adherent"	"D10"	"60.8"	"CVCL_8752"	"lymph_node"	"Metastasis"	"Sarcoma"	"Rhabdomyosarcoma, alveolar"	17	""	""	"Rhabdomyosarcoma"	"Pediatric"	46	"Y"	"None"	""	"3691179"	1987	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001741"	"RMS13"	"RMS13_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	""	"Unknown"	""	NA	NA	""	""	""	""	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma, alveolar"	NA	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	"Cellosaurus lists as 17Y Male"	"None"	""	"3691179; 23882450"	1987	""	"no"	"DepMap"	"no"	"no"	"no"
"ACH-001743"	"RC2"	"RC2_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	""	"Unknown"	"Pier-Luigi Lollini, Interdepartmental Centre for Cancer Research \"\"\"\"Giorgio Prodi\"\"\"\", University of Bologna, Via Massarenti 9, Bologna, 40138, Italy"	NA	NA	""	""	""	""	"soft_tissue"	"Metastasis"	"Sarcoma"	"Rhabdomyosarcoma, alveolar"	NA	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	""	"Pre-treated"	""	"27346014"	2016	""	"no"	"DepMap"	"no"	"no"	"no"
"ACH-001745"	"RHJT"	"RHJT_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	""	"Unknown"	"Academic lab"	3	-4.10122458036388	"Adherent"	"DMEM 10% FBS"	"64.4"	""	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma, alveolar"	NA	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	"N/A"	"Unknown"	""	"8383879 (this specimen cited as from Peter Houghton?)"	1993	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001750"	"TTC442"	"TTC442_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"embryonal"	""	"Male"	"Academic lab"	2	-3.94011186489741	"Adherent"	"D10"	"41.7"	""	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma, embryonal"	NA	""	""	"Rhabdomyosarcoma"	"Pediatric"	72	"N/A"	"Unknown"	""	"23882450"	1995	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001751"	"RH36"	"RH36_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"embryonal"	""	"Male"	"Peter Houghton, The Research Institute at Nationwide Childrens Hospital, Columbus OH"	NA	NA	""	""	""	"CVCL_M599"	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma, embryonal"	15	""	""	"Rhabdomyosarcoma"	"Pediatric"	81	"Y"	"Unknown"	""	"9802058"	1998	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001765"	"RH4"	"RH4_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"alveolar"	""	"Female"	"Academic lab"	3	-4.48840968875186	"Adherent"	"DMEM 10% FBS"	"27.4"	"CVCL_5916"	"liver"	"Metastasis"	"Sarcoma"	"Rhabdomyosarcoma, alveolar"	NA	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	"listed in article as 7Y Female"	"Pre-treated"	""	"11051265; 23882450"	2000	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001790"	"RH18DM"	"RH18DM_SOFT_TISSUE"	""	NA	"soft_tissue"	"rhabdomyosarcoma"	"embryonal"	""	"Unknown"	"Academic lab"	2	-1.31042058343194	"Adherent"	"RPMI-1640: 20% FBS"	"32.9"	""	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma, embryonal"	2	""	""	"Rhabdomyosarcoma"	"Pediatric"	NA	"If this is RH18, female 2Y"	"None"	""	"3607778; 20922763"	1987	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001814"	"OS252"	"OS252_BONE"	""	NA	"bone"	"osteosarcoma"	""	""	"Unknown"	"Academic lab"	2	-2.17467088877428	"Adherent"	"EMEM + 20% FBS + 1% Na-Pyruvate + 1% NEAA"	"33.4"	"CVCL_WU66"	"bone"	"Primary"	"Bone Cancer"	"Osteosarcoma"	NA	""	""	"Osteosarcoma"	"Pediatric"	73	"N/A"	"Unknown"	""	"21234348"	2011	""	"DepMap"	"DepMap"	"DepMap"	"no"	"no"
"ACH-001818"	"C396"	"C396_BONE"	""	NA	"bone"	"osteosarcoma"	""	""	"Unknown"	"Academic lab"	NA	NA	""	""	""	""	"bone"	"Metastasis"	"Bone Cancer"	"Osteosarcoma"	NA	""	""	"Osteosarcoma"	"Pediatric"	91	""	"Pre-treated"	""	""	NA	""	"no"	"DepMap"	"DepMap"	"no"	"no"
"ACH-002067"	"NOS1"	"NOS1_BONE"	""	NA	"bone"	"osteosarcoma"	""	""	"Male"	"RIKEN"	NA	NA	""	""	""	"CVCL_1610"	"bone"	"Primary"	"Bone Cancer"	"Osteosarcoma"	16	""	""	"Osteosarcoma"	"Pediatric"	NA	"Y"	"Pre-treated"	"methotrexate"	"1449054"	1992	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002069"	"HSOS1"	"HSOS1_BONE"	""	NA	"bone"	"osteosarcoma"	""	""	"Female"	"RIKEN"	2	-3.96129741309407	"Adherent"	"DMEM+10%FBS"	"41.7"	""	"bone"	"Primary"	"Bone Cancer"	"Osteosarcoma"	11	""	""	"Osteosarcoma"	"Pediatric"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"DepMap"	"no"	"no"
"ACH-002083"	"NB69"	"NB69_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	""	"Male"	"RIKEN"	NA	NA	""	""	""	"CVCL_1448"	"autonomic_ganglia"	"Primary"	"Neuroblastoma"	"Unknown"	1.5	""	""	"Neuroblastoma"	"Pediatric"	NA	"Paper abd Cellosaurus lists as 1.33 Y M"	"None"	""	"7139592"	1982	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002085"	"HSSYII"	"HSSYII_LUNG"	""	NA	"soft_tissue"	"synovial_sarcoma"	""	""	"Unknown"	"RIKEN"	NA	NA	""	""	""	"CVCL_8719"	"lung"	"Metastasis"	"Sarcoma"	"Synovial"	NA	""	""	"Synovial Sarcoma"	"Pediatric"	NA	"cellosaurus lists as ADULT 43Y Male"	"Pre-treated"	""	"1331610"	1992	"this is an adult line. "	"no"	"no"	"no"	"no"	"no"
"ACH-002103"	"ES1"	"ES1_BONE"	""	949158	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"N/A"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002104"	"ES3"	"ES3_BONE"	""	684055	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as 12Y Male"	"Unknown"	""	"26351324; 20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002105"	"ES4"	"ES4_BONE"	""	949156	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as 18Y Male"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002106"	"ES5"	"ES5_BONE"	""	684057	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as 16Y Male"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002107"	"ES6"	"ES6_BONE"	""	949157	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as 17Y Male"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002108"	"ES7"	"ES7_BONE"	""	684059	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as 15Y Male"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002109"	"ES8"	"ES8_BONE"	""	949155	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as 10Y Male"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002110"	"EW1"	"EW1_BONE"	""	949163	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1208"	"pleural_effusion"	"Metastasis"	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"cellosaurus lists as 19Y Male"	"Pre-treated"	"vincristine-adriamycin-cyclophosphamide; vincristine-adriamycin"	"6713356"	1984	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002111"	"EW11"	"EW11_BONE"	""	684062	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1209"	"lymph_node"	"Metastasis"	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as 11Y Female"	"Pre-treated"	"vincristine-adriamycin-cyclophosphamide; vincristine-adriamycin"	"6713356"	1984	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002112"	"EW12"	"EW12_BONE"	""	949162	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as Female"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002113"	"EW13"	"EW13_BONE"	""	949166	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as Male"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002114"	"EW16"	"EW16_BONE"	""	949165	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as Male"	"Unknown"	""	"11423975"	2001	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002115"	"EW18"	"EW18_BONE"	""	949164	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"unknown"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002116"	"EW22"	"EW22_BONE"	""	949167	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"unknown"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002117"	"EW24"	"EW24_BONE"	""	949168	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"unknown"	"Unknown"	""	"11423975"	2001	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002118"	"EW3"	"EW3_BONE"	""	949161	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1216"	"pleural_effusion"	"Metastasis"	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"cellosaurus lists as 14Y Male"	"Pre-treated"	"vincristine-adriamycin-cyclophosphamide; vincristine-adriamycin"	"6713356"	1984	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002119"	"EW7"	"EW7_BONE"	""	949160	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1217"	"pleural_effusion"	"Metastasis"	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"cellosaurus lists as 20Y Female"	"Pre-treated"	"vincristine-adriamycin-cyclophosphamide; vincristine-adriamycin"	"6713356"	1984	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002142"	"HUO3N1"	"HUO3N1_BONE"	""	909977	"bone"	"osteosarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1297"	"bone"	""	"Bone Cancer"	"Osteosarcoma"	NA	"SIDM00584"	""	"Osteosarcoma"	"Pediatric"	NA	"Cellosaurus lists as 15Y Female"	"None"	""	"3862491"	1985	""	"no"	"no"	"no"	"Sanger"	"no"
