"DepMap_ID"	"stripped_cell_line_name"	"CCLE_Name"	"alias"	"COSMIC_ID"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"disease"	"disease_subtype"	"age"	"Sanger_model_ID"	"additional_info"	"Type_for_Manuscript"	"Class_for_Manuscript"	"Estimated_Doubling_Time_Hours"	"LiteratureSearch_Age_Sex_Match_DepMap_Annotation"	"LiteratureSearch_Previous_Treatment"	"LiteratureSearch_Previous_Treatment_Details"	"LiteratureSearch_Paper_PMC_ID"	"LiteratureSearch_Year_Earliest_Citation"	"LiteratureSearch_Other_Annotations"	"Dependency"	"RNAseq"	"WES"	"SangerWES"	"SNParray"
"ACH-000800"	"NCIH446"	"NCIH446_LUNG"	""	688023	"lung"	"SCLC"	""	""	"Male"	"ATCC"	2	-2.95570048708909	"Adherent"	"RPMI; 10% FBS"	"17.2"	"CVCL_1562"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	61	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000801"	"HS936T"	"HS936T_SKIN"	""	NA	"skin"	"melanoma"	""	""	"Male"	"ATCC"	2	-3.67952407829866	"Adherent"	"DMEM; 10% FBS"	"15"	"CVCL_1033"	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000802"	"BFTC905"	"BFTC905_URINARY_TRACT"	""	910926	"urinary_tract"	"bladder_carcinoma"	"bladder_transitional_cell"	""	"Female"	"DSMZ"	2	-4.9015209060907	"Adherent"	"DMEM: 90.0%"	"38.8"	"CVCL_1083"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Transitional Cell Carcinoma"	51	""	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000803"	"COLO668"	"COLO668_LUNG"	""	910692	"lung"	"SCLC"	""	""	"Female"	"ECACC"	NA	NA	""	""	""	"CVCL_1128"	"central_nervous_system"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	47	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000805"	"COLO679"	"COLO679_SKIN"	""	906818	"skin"	"melanoma"	""	""	"Female"	"DSMZ"	2	-3.09326093472106	"Adherent"	"RPMI;10% FBS;"	"25.9"	"CVCL_1130"	"skin"	"Metastasis"	"Skin Cancer"	"Melanoma"	47	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000807"	"SNU738"	"SNU738_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"glioma"	"oligodendroglioma"	""	"Male"	"KCLB"	2	-3.62440828270807	""	""	"59.3"	"CVCL_5087"	"central_nervous_system"	""	"Brain Cancer"	"Oligodendroglioma"	40	""	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000808"	"HUH28"	"HUH28_BILIARY_TRACT"	""	NA	"bile_duct"	"cholangiocarcinoma"	"intrahepatic"	""	"Female"	"HSRRB"	NA	NA	""	""	""	"CVCL_2955"	"biliary_tract"	"Primary"	"Bile Duct Cancer"	"Cholangiocarcinoma, intrahepatic"	NA	""	""	"Bile Duct"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000809"	"KYSE410"	"KYSE410_OESOPHAGUS"	""	753574	"esophagus"	"esophagus_squamous"	""	""	"Male"	"DSMZ"	2	-4.25480944387567	"Adherent"	"RPMI-1640: 90.0%"	"8.7"	"CVCL_1352"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	51	""	""	"Esophageal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000810"	"SKMEL30"	"SKMEL30_SKIN"	""	909726	"skin"	"melanoma"	""	""	"Male"	"DSMZ"	1	-2.65097321124203	"Adherent"	"RPMI-1640; 10%FBS"	"30.3"	"CVCL_0039"	"skin"	"Metastasis"	"Skin Cancer"	"Melanoma"	67	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000811"	"SKOV3"	"SKOV3_OVARY"	""	905959	"ovary"	"ovary_adenocarcinoma"	"endometrioid"	""	"Female"	"ATCC"	3	-4.62032298549752	"Adherent"	"McCoy's 5A; 10% FBS"	"20.6"	"CVCL_0532"	"ascites"	"Metastasis"	"Ovarian Cancer"	"Cystadenocarcinoma"	64	""	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000812"	"COLO783"	"COLO783_SKIN"	""	1240125	"skin"	"melanoma"	""	""	"Female"	"DSMZ"	NA	NA	""	""	""	"CVCL_1997"	"lymph_node"	"Metastasis"	"Skin Cancer"	"Melanoma"	48	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000813"	"T3M10"	"T3M10_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"Male"	"RIKEN"	NA	NA	""	""	""	"CVCL_8067"	"lung"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	40	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000814"	"HS939T"	"HS939T_SKIN"	""	1298144	"skin"	"melanoma"	""	""	"Female"	"ATCC"	2	-2.39909623447874	"Adherent"	"DMEM: 90.0%"	"38.1"	"CVCL_1036"	"skin"	""	"Skin Cancer"	"Melanoma"	24	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000816"	"NCIH524"	"NCIH524_LUNG"	""	908483	"lung"	"SCLC"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1568"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	63	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000818"	"BT483"	"BT483_BREAST"	""	949093	"breast"	"breast_ductal_carcinoma"	"ERpos_HER2neg"	"luminal"	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_2319"	"breast"	"Primary"	"Breast Cancer"	"Breast Ductal Carcinoma"	23	""	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000819"	"LN18"	"LN18_CENTRAL_NERVOUS_SYSTEM"	""	1240168	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"ATCC"	2	-3.92283456253446	"Adherent"	"DMEM; 5% FBS"	"19.5"	"CVCL_0392"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	65	""	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000820"	"SW403"	"SW403_LARGE_INTESTINE"	""	NA	"colorectal"	"colorectal_adenocarcinoma"	""	""	"Female"	"ATCC"	1	-1.56986980766469	"Adherent"	"Leibovitz's L-15; 10%FBS"	"75.2"	"CVCL_0545"	"Colon"	"Primary"	"Colon/Colorectal Cancer"	"Colon Adenocarcinoma"	51	""	""	"Colon/Colorectal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000822"	"SKMEL24"	"SKMEL24_SKIN"	""	909725	"skin"	"melanoma"	""	""	"Male"	"ATCC"	2	-5.21301114467877	"Adherent"	"EMEM: 10%FBS"	"20.9"	"CVCL_0599"	"lymph_node"	"Metastasis"	"Skin Cancer"	"Melanoma"	67	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000823"	"KYSE140"	"KYSE140_OESOPHAGUS"	""	753573	"esophagus"	"esophagus_squamous"	""	""	"Male"	"DSMZ"	2	-4.75414517876563	"Adherent"	"RPMI-1640: 10%FBS"	"7"	"CVCL_1347"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	54	""	""	"Esophageal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000824"	"KYSE510"	"KYSE510_OESOPHAGUS"	""	907321	"esophagus"	"esophagus_squamous"	""	""	"Female"	"DSMZ"	2	-3.44730345658687	"Adherent"	"RPMI; 10% FBS"	"6"	"CVCL_1354"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	67	""	""	"Esophageal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000825"	"HOP92"	"HOP92_LUNG"	""	905973	"lung"	"NSCLC"	""	""	"Male"	"Academic lab"	NA	NA	""	""	""	"CVCL_1286"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	NA	"SIDM00134"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000826"	"CAL12T"	"CAL12T_LUNG"	""	753540	"lung"	"NSCLC"	""	""	"Male"	"DSMZ"	2	-2.37947382985216	"Adherent"	"DMEM; 10% FBS"	"15.8"	"CVCL_1105"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000827"	"WM793"	"WM793_SKIN"	""	1299081	"skin"	"melanoma"	""	""	"Male"	"WISTAR"	2	-4.51663758295135	"Adherent"	"RPMI-1640: 10%FBS"	"45"	"CVCL_8787"	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000828"	"ZR7530"	"ZR7530_BREAST"	""	909907	"breast"	"breast_ductal_carcinoma"	"ERpos_HER2pos"	"HER2_amp"	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1661"	"ascites"	"Metastasis"	"Breast Cancer"	"Breast Ductal Carcinoma"	47	""	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000830"	"NCIH1436"	"NCIH1436_LUNG"	""	908469	"lung"	"SCLC"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1471"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	39	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000831"	"HEC50B"	"HEC50B_ENDOMETRIUM"	""	NA	"uterus"	"endometrial_adenocarcinoma"	""	""	"Female"	"HSRRB"	2	-3.88729411513811	"Adherent"	"EMEM; 15% FBS;"	"12.6"	"CVCL_2929"	"ascites"	"Metastasis"	"Endometrial/Uterine Cancer"	"Uterine/Endometrial Adenocarcinoma"	NA	""	""	"Endometrial/Uterine"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000832"	"CAL27"	"CAL27_UPPER_AERODIGESTIVE_TRACT"	""	910916	"upper_aerodigestive"	"upper_aerodigestive_squamous"	""	""	"Male"	"ATCC"	1	-3.42861300454105	""	"DMEM;10% FBS;"	"14.3"	"CVCL_1107"	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Squamous Cell Carcinoma"	56	""	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000834"	"UMUC1"	"UMUC1_URINARY_TRACT"	""	NA	"urinary_tract"	"bladder_carcinoma"	"bladder_transitional_cell"	""	"Male"	"ECACC"	2	-4.50606119687524	"Adherent"	"EMEM; 10% FBS, 2mMGlutamax-1, 1xNEAA"	"33.7"	"CVCL_2743"	"lymph_node"	"Metastasis"	"Bladder Cancer"	"Transitional Cell Carcinoma"	NA	""	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000835"	"GCT"	"GCT_SOFT_TISSUE"	""	906999	"soft_tissue"	"pleomorphic_sarcoma"	""	""	"Male"	"ATCC"	2	-5.1595671429983	"Adherent"	"M10"	"20.2"	"CVCL_1229"	"soft_tissue"	"Metastasis"	"Sarcoma"	"Malignant Fibrous Histiocytoma"	29	""	""	"Sarcoma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000836"	"YD15"	"YD15_SALIVARY_GLAND"	""	NA	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"tongue"	""	"Male"	"KCLB"	2	-3.50149797087137	"Adherent"	"RPMI-1640: 90.0%"	"5.7"	"CVCL_8930"	"salivary_gland"	""	"Head and Neck Cancer"	"Squamous Cell Carcinoma, tongue"	39	""	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000837"	"NCIH322"	"NCIH322_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ECACC"	4	-4.79055381900727	"Adherent"	"RPMI;10% FBS; 2%Glutamine"	"20.5"	"CVCL_1556"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma"	52	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000839"	"SCABER"	"SCABER_URINARY_TRACT"	""	NA	"urinary_tract"	"bladder_carcinoma"	"bladder_squamous"	""	"Male"	"ATCC"	2	-3.2439995811254	"Adherent"	"E10+ L-glutamine: 2.0 mM, NEAA( Non-essential Amino Acids): 0.1 mM, Sodium Pyruvate: 0.1 mM"	"46"	"CVCL_3599"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Squamous Cell Carcinoma"	58	""	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000840"	"HCC366"	"HCC366_LUNG"	""	1240144	"lung"	"NSCLC"	"NSCLC_adenosquamous"	""	"Female"	"DSMZ"	2	-2.33875425752004	"Adherent"	"RPMI; 10% FBS"	"14.5"	"CVCL_2059"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma"	80	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000841"	"NCIH2087"	"NCIH2087_LUNG"	""	724834	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ATCC"	4	-2.51715952757032	"Adherent"	"RPMI; 5% FBS"	"27.7"	"CVCL_1524"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	69	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"Sanger"	"CCLE"
"ACH-000842"	"SW480"	"SW480_LARGE_INTESTINE"	""	NA	"colorectal"	"colorectal_adenocarcinoma"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0546"	"lymph_node"	"Primary"	"Colon/Colorectal Cancer"	"Colon Adenocarcinoma"	50	""	""	"Colon/Colorectal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000843"	"HARA"	"HARA_LUNG"	""	1240142	"lung"	"NSCLC"	"NSCLC_squamous"	""	"Male"	"HSRRB"	2	-4.06775294132613	"Adherent"	"RPMI; 10% FBS"	"39.3"	"CVCL_2914"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	57	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000844"	"DMS454"	"DMS454_LUNG"	""	NA	"lung"	"SCLC"	""	""	"Male"	"ECACC"	NA	NA	""	""	""	"CVCL_2438"	"lung"	"Primary"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	NA	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000845"	"NCIH1373"	"NCIH1373_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1465"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	56	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000846"	"FADU"	"FADU_UPPER_AERODIGESTIVE_TRACT"	""	906863	"upper_aerodigestive"	"upper_aerodigestive_squamous"	""	""	"Male"	"ATCC"	2	-3.05070957190672	""	"EMEM: 10%FBS"	"7.5"	"CVCL_1218"	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Squamous Cell Carcinoma"	56	""	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000847"	"HGC27"	"HGC27_STOMACH"	""	907055	"gastric"	"gastric_adenocarcinoma"	""	""	"Unknown"	"ECACC"	2	-2.82999114534117	"Adherent"	"Minimum Essential Media (MEM): 10%FBS,NEAA( Non-essential Amino Acids): 5.0 ml, L-glutamine: 2.0 mM"	"40.9"	"CVCL_1279"	"lymph_node"	"Metastasis"	"Gastric Cancer"	"Carcinoma"	NA	""	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000848"	"JHH7"	"JHH7_LIVER"	""	1240160	"liver"	"hepatocellular_carcinoma"	""	""	"Male"	"HSRRB"	2	-4.14595068243539	"Adherent"	"William's E medium with 10% FCS"	"20.6"	"CVCL_2805"	"liver"	"Primary"	"Liver Cancer"	"Hepatocellular Carcinoma"	53	""	""	"Liver"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000849"	"MDAMB468"	"MDAMB468_BREAST"	""	908123	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal_A"	"Female"	"ATCC"	1	-4.48104841200278	"Adherent"	"DMEM; 10% FBS"	"9.4"	"CVCL_0419"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Carcinoma"	51	""	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000850"	"HS698T"	"HS698T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_colorectal"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0855"	"soft_tissue"	"Metastasis"	"Fibroblast"	"Colon Adenocarcinoma"	70	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000851"	"MORCPR"	"MORCPR_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Unknown"	"ECACC"	3	-3.70456126791638	"Adherent"	"RPMI; 10% FBS"	"22.6"	"CVCL_2620"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000852"	"NCIH1435"	"NCIH1435_LUNG"	""	1298347	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1470"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	35	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000853"	"NCIH661"	"NCIH661_LUNG"	""	687829	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"Male"	"ATCC"	2	-4.40138482034479	"Adherent"	"RPMI; 10% FBS"	"15.2"	"CVCL_1577"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	43	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000855"	"KYSE150"	"KYSE150_OESOPHAGUS"	""	907317	"esophagus"	"esophagus_squamous"	""	""	"Female"	"DSMZ"	2	-3.3315422689064	"Adherent"	"RPMI:F12 (1:1); 10% FBS"	"13.6"	"CVCL_1348"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	49	""	""	"Esophageal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000856"	"CAL51"	"CAL51_BREAST"	""	910927	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal_B"	"Female"	"DSMZ"	3	-4.30524292394019	"Adherent"	"DMEM; 20% FBS;"	"43.2"	"CVCL_1110"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Carcinoma"	45	""	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000857"	"CAL851"	"CAL851_BREAST"	""	910852	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal_A"	"Female"	"DSMZ"	NA	NA	""	""	""	"CVCL_1114"	"breast"	"Primary"	"Breast Cancer"	"Carcinoma"	35	""	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000858"	"KNS62"	"KNS62_LUNG"	""	753569	"lung"	"NSCLC"	"NSCLC_squamous"	""	"Male"	"ATCC"	2	-4.602427821627	"Adherent"	"MEMalpha; 10% FBS"	"20.2"	"CVCL_1335"	"central_nervous_system"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	49	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000859"	"HCC1954"	"HCC1954_BREAST"	""	749709	"breast"	"breast_ductal_carcinoma"	"ERneg_HER2pos"	"basal_A"	"Female"	"ATCC"	2	-2.61595370261634	"Adherent"	"RPMI; 10% FBS"	"33.2"	"CVCL_1259"	"breast"	"Primary"	"Breast Cancer"	"Breast Ductal Carcinoma"	61	""	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000860"	"NCIH358"	"NCIH358_LUNG"	""	908465	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1559"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000861"	"HOP62"	"HOP62_LUNG"	""	905972	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Female"	"Academic lab"	3	-4.12555057631938	"Adherent"	"RPMI; 10% FBS"	"22.6"	"CVCL_1285"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00133"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000862"	"KMBC2"	"KMBC2_URINARY_TRACT"	""	NA	"urinary_tract"	"bladder_carcinoma"	""	""	"Unknown"	"HSRRB"	2	-3.87992514123032	"Adherent"	"DMEM; 10% FBS"	"29.4"	"CVCL_2977"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Carcinoma"	NA	""	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000863"	"DBTRG05MG"	"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM"	""	906835	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1169"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	59	""	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000864"	"COLO684"	"COLO684_ENDOMETRIUM"	""	910691	"uterus"	"endometrial_adenocarcinoma"	""	""	"Female"	"ECACC"	0	-0.544962998472463	"Suspension"	"RPMI;10% FBS; 2mM GLUTAMINE"	"16.6"	"CVCL_1132"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	63	""	""	"Endometrial/Uterine"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000865"	"KYSE450"	"KYSE450_OESOPHAGUS"	""	907320	"esophagus"	"esophagus_squamous"	""	""	"Male"	"DSMZ"	2	-4.86000789188414	"Adherent"	"RPMI:F12(1:1); 10% FBS"	"24.7"	"CVCL_1353"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	59	""	""	"Esophageal"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
